File 1  File 2  Percent Similarity
12	21	52.8972%
33	51	52.7233%
16	35	52.7187%
8	31	52.7145%
2	31	52.7145%
3	38	52.7145%
6	22	52.7103%
25	42	52.7051%
12	23	52.5234%
9	30	52.4229%
1	29	52.3397%
1	9	52.3397%
7	34	52.2073%
8	37	52.1891%
2	37	52.1891%
29	38	52.1418%
7	28	52.0154%
35	53	52%
35	52	52%
1	34	51.9931%
1	19	51.9931%
6	49	51.9626%
12	39	51.9626%
14	36	51.9588%
15	45	51.9192%
22	30	51.8887%
16	29	51.773%
16	30	51.773%
2	3	51.6637%
7	37	51.6315%
16	17	51.5366%
25	39	51.4834%
11	39	51.4793%
11	19	51.4793%
27	48	51.453%
7	49	51.4395%
9	18	51.395%
4	19	51.2859%
27	45	51.2821%
5	38	51.2621%
16	36	51.0638%
30	41	51.0604%
6	8	51.028%
6	53	51.028%
6	52	51.028%
47	49	50.8806%
12	29	50.8411%
31	44	50.6542%
24	25	50.6399%
27	28	50.5983%
21	53	50.5112%
21	52	50.5112%
15	19	50.5051%
23	52	50.4892%
23	53	50.4892%
5	36	50.4854%
3	51	50.4378%
11	29	50.2959%
12	13	50.2804%
39	40	50.2362%
7	21	50.096%
12	17	50.0935%
9	19	50.0734%
8	27	49.9124%
2	27	49.9124%
47	52	49.9022%
47	53	49.9022%
11	38	49.9014%
11	34	49.9014%
11	31	49.9014%
2	10	49.7373%
8	10	49.7373%
11	53	49.7041%
11	52	49.7041%
16	25	49.6454%
23	44	49.5108%
11	51	49.5069%
22	25	49.503%
9	38	49.486%
11	49	49.1124%
2	18	49.0368%
8	18	49.0368%
32	51	48.8152%
5	30	48.7379%
28	34	48.7379%
5	31	48.7379%
28	45	48.7379%
28	40	48.7379%
1	40	48.7002%
41	51	48.595%
1	3	48.3536%
4	13	48.2602%
16	49	48.227%
16	34	48.227%
36	40	48.1675%
3	34	48.1611%
33	45	48.1481%
11	30	48.1262%
25	29	47.993%
33	34	47.9303%
5	39	47.767%
11	40	47.7318%
32	40	47.7093%
12	47	47.6636%
7	22	47.6008%
0	20	47.5269%
33	40	47.4946%
33	53	47.4946%
33	52	47.4946%
7	44	47.4088%
0	30	47.3118%
11	17	47.14%
11	24	47.14%
17	19	46.9676%
6	44	46.9159%
48	52	46.7456%
48	53	46.7456%
44	49	46.7412%
31	37	46.729%
12	19	46.5421%
31	45	46.5421%
28	49	46.4078%
11	23	46.3511%
11	25	46.3511%
16	39	46.3357%
0	51	46.2366%
4	18	46.1422%
36	42	46.0733%
27	47	45.9829%
11	12	45.9566%
1	18	45.9272%
22	36	45.9245%
35	48	45.9048%
20	41	45.3372%
37	41	45.2261%
11	27	45.1677%
33	49	45.098%
30	42	45.0245%
0	4	44.9462%
16	40	44.9173%
36	41	44.8517%
16	53	44.6809%
16	52	44.6809%
36	39	44.6771%
12	49	44.6729%
33	44	44.6623%
27	37	44.6154%
16	38	44.4444%
33	37	44.0087%
35	36	43.8095%
20	32	43.759%
15	52	43.6364%
15	53	43.6364%
7	52	43.5701%
7	8	43.5701%
7	53	43.5701%
44	52	43.3892%
44	53	43.3892%
1	25	43.1542%
2	45	43.0823%
8	45	43.0823%
27	52	43.0769%
27	53	43.0769%
49	51	43.0255%
0	29	43.0108%
0	9	43.0108%
11	48	42.998%
12	35	42.9907%
28	52	42.9126%
28	53	42.9126%
46	52	42.8008%
46	53	42.8008%
12	37	42.6168%
7	45	42.6104%
39	41	42.5197%
42	51	42.4542%
0	40	42.3656%
28	37	42.3301%
31	36	42.243%
1	36	42.1144%
29	41	42.0975%
11	36	42.0118%
35	49	41.9048%
31	35	41.8692%
14	16	41.8557%
9	41	41.8502%
35	46	41.7143%
37	51	41.7085%
45	53	41.6517%
45	52	41.6517%
27	49	41.5385%
44	45	41.527%
2	44	41.331%
8	44	41.331%
30	38	41.2724%
12	31	41.1215%
12	22	41.1215%
16	31	40.8983%
0	38	40.8602%
4	41	40.5446%
8	35	40.4553%
2	35	40.4553%
35	47	40.1905%
12	44	39.8131%
24	36	39.6709%
27	35	39.4872%
5	16	39.4175%
2	23	39.4046%
2	6	39.4046%
8	23	39.4046%
10	50	39.2796%
31	49	39.2523%
37	45	39.196%
29	32	39.1433%
17	41	39.0691%
27	31	38.9744%
9	32	38.7665%
12	14	38.6916%
26	29	38.5675%
12	53	38.3178%
12	52	38.3178%
8	25	38.1786%
2	25	38.1786%
11	44	38.0671%
11	46	38.0671%
11	45	37.8698%
2	7	37.8284%
6	14	37.757%
8	12	37.6532%
2	12	37.6532%
44	48	37.6164%
27	44	37.4359%
15	16	37.3737%
4	32	37.3676%
30	34	37.3573%
11	37	37.0809%
20	51	37.0158%
4	51	36.7625%
7	14	36.6603%
2	11	36.4273%
8	11	36.4273%
35	45	36%
0	19	35.914%
29	51	35.8937%
31	48	35.8879%
38	51	35.6858%
9	51	35.6828%
24	27	35.649%
2	49	35.5517%
8	49	35.5517%
11	22	35.503%
17	18	35.2609%
17	32	35.2609%
35	37	35.2381%
0	17	35.0538%
24	49	34.9177%
11	15	34.9112%
0	34	34.4086%
24	45	34.3693%
1	10	34.3154%
18	19	34.2446%
17	51	33.9915%
24	31	33.8208%
2	28	33.6252%
2	47	33.6252%
2	48	33.6252%
8	28	33.6252%
8	47	33.6252%
8	48	33.6252%
45	49	33.5727%
0	39	33.5484%
38	41	33.2889%
10	51	33.2762%
10	19	32.9331%
2	15	32.9247%
2	46	32.9247%
8	46	32.9247%
8	15	32.9247%
6	10	32.8972%
1	2	32.5823%
1	8	32.5823%
1	52	32.5823%
1	53	32.5823%
8	21	32.3993%
2	21	32.3993%
11	35	32.3471%
50	51	32.1364%
25	49	31.7627%
34	51	31.4248%
12	16	31.4019%
36	45	31.2391%
20	30	30.8465%
2	36	30.8231%
8	36	30.8231%
24	52	30.713%
24	53	30.713%
4	9	30.5598%
8	22	30.4729%
2	5	30.4729%
2	22	30.4729%
11	28	30.1775%
44	46	30.1676%
44	47	30.1676%
3	39	30.1226%
32	42	30.0158%
8	14	29.9475%
2	14	29.9475%
45	46	29.8025%
16	50	29.5508%
31	46	29.5327%
45	48	29.4434%
34	41	29.2943%
4	29	29.1982%
11	47	29.1913%
31	47	29.1589%
10	40	28.988%
7	16	28.9827%
6	16	28.972%
35	50	28.7619%
6	50	28.5981%
25	27	28.2723%
11	21	28.2051%
0	49	28.172%
5	10	27.9612%
0	10	27.957%
7	10	27.6392%
14	50	27.4227%
38	42	27.2969%
45	47	26.93%
24	44	26.691%
46	50	26.2327%
47	50	26.0274%
24	37	25.777%
37	53	25.6281%
37	52	25.6281%
7	50	25.5278%
29	39	25.4062%
0	36	25.1613%
41	42	24.9587%
15	50	24.8485%
37	44	24.7906%
9	39	24.6696%
11	14	24.6548%
3	25	24.5184%
22	50	24.4533%
5	50	24.2718%
48	50	24.2604%
37	49	23.9531%
17	34	23.5543%
21	50	23.5174%
26	41	23.416%
26	32	23.416%
36	49	23.3857%
31	50	23.1776%
30	39	23.1648%
34	42	23.036%
4	30	22.9955%
17	38	22.9901%
44	50	22.7188%
23	50	22.5049%
18	51	22.446%
20	39	22.3816%
28	50	22.3301%
24	50	22.3035%
11	16	22.288%
4	42	22.239%
20	37	22.2382%
16	33	22.2222%
26	30	22.0386%
0	25	21.7204%
12	50	20.9346%
18	38	20.8633%
0	50	20.8602%
25	45	20.7679%
1	37	20.6239%
32	38	20.3791%
32	34	20.2212%
0	1	20.2151%
1	49	20.104%
9	10	19.9706%
4	20	19.9697%
4	38	19.8185%
0	27	19.7849%
37	46	19.7655%
1	24	19.7574%
4	34	19.6672%
0	24	19.5699%
2	16	19.4396%
8	16	19.4396%
24	35	19.1956%
10	13	18.8679%
10	18	18.8679%
38	39	18.6418%
37	47	18.593%
10	32	18.5249%
37	48	17.9229%
24	28	17.9159%
24	46	17.9159%
0	37	17.8495%
0	45	17.6344%
0	31	17.4194%
10	17	17.3242%
0	2	17.2043%
0	8	17.2043%
0	53	17.2043%
0	52	17.2043%
34	39	17.1771%
8	50	16.9877%
2	50	16.9877%
18	34	16.8345%
45	50	16.5171%
17	42	16.5021%
17	30	16.5021%
10	42	16.4666%
24	48	16.4534%
17	20	16.3611%
3	10	16.1121%
14	33	16.0825%
19	40	15.8445%
1	45	15.7712%
3	26	15.7618%
36	53	15.7068%
36	52	15.7068%
0	11	15.6989%
11	50	15.3846%
10	52	15.0943%
10	53	15.0943%
3	45	15.0613%
0	28	15.0538%
0	6	15.0538%
0	23	15.0538%
24	47	14.9909%
10	41	14.9228%
33	50	14.8148%
17	29	14.8096%
25	52	14.6597%
25	53	14.6597%
0	44	14.4086%
26	39	14.3251%
0	15	14.1935%
0	48	14.1935%
39	49	14.0157%
25	44	13.7871%
5	33	13.7864%
26	35	13.7741%
1	27	12.9983%
3	27	12.9597%
26	50	12.9477%
0	12	12.9032%
10	20	12.8645%
10	29	12.8645%
10	30	12.8645%
27	50	12.8205%
37	50	12.5628%
0	35	12.4731%
0	22	12.4731%
3	37	12.4343%
13	40	12.2503%
21	33	12.0654%
10	38	12.0069%
10	34	12.0069%
36	37	11.8674%
49	50	11.7878%
49	52	11.7878%
49	53	11.7878%
1	50	11.7851%
0	7	11.6129%
25	31	11.5183%
10	24	11.4923%
19	34	11.3602%
19	38	11.3602%
20	49	11.3343%
20	27	11.1908%
25	37	11.1693%
10	25	11.1492%
9	26	10.8664%
0	47	10.7527%
42	49	10.5783%
13	19	10.5193%
3	50	10.5079%
10	26	10.4631%
32	37	10.4265%
3	36	10.3327%
0	5	10.3226%
4	10	10.1362%
1	31	10.052%
22	33	9.94036%
26	51	9.91736%
0	46	9.89247%
30	35	9.78793%
30	44	9.78793%
20	50	9.7561%
26	34	9.64187%
29	50	9.45347%
50	53	9.33573%
50	52	9.33573%
3	53	9.28196%
3	52	9.28196%
3	8	9.28196%
10	27	9.26244%
1	12	9.18544%
32	50	9.16272%
3	24	9.10683%
42	50	9.0268%
32	39	9.00474%
19	51	8.96861%
40	51	8.90688%
36	50	8.90052%
9	50	8.81057%
10	36	8.74786%
20	21	8.60832%
20	23	8.60832%
20	48	8.60832%
20	22	8.60832%
20	46	8.60832%
0	21	8.60215%
41	50	8.59504%
42	46	8.46262%
42	48	8.46262%
13	38	8.38881%
30	50	8.15661%
3	49	8.05604%
25	50	8.02792%
38	45	7.98935%
13	51	7.98935%
34	45	7.98935%
29	49	7.82866%
18	20	7.76978%
0	14	7.74194%
9	25	7.63583%
20	24	7.46055%
1	11	7.45234%
1	48	7.27903%
39	50	7.24409%
18	50	7.19424%
18	42	7.19424%
28	33	7.18447%
36	44	7.15532%
13	34	7.05726%
4	37	6.95915%
7	33	6.90979%
16	26	6.85579%
4	26	6.80787%
39	45	6.77165%
9	49	6.75477%
0	33	6.66667%
4	50	6.65658%
10	49	6.51801%
17	37	6.48801%
23	33	6.45793%
20	45	6.31277%
15	33	6.26263%
17	26	6.20592%
14	26	6.18557%
9	24	6.1674%
22	26	5.96421%
29	45	5.90842%
9	27	5.87371%
5	26	5.82524%
24	26	5.66728%
10	39	5.66038%
42	45	5.64175%
3	12	5.6042%
39	52	5.51181%
39	53	5.51181%
25	26	5.41012%
30	52	5.38336%
30	53	5.38336%
1	44	5.37262%
10	11	5.31732%
9	45	5.28634%
3	23	5.25394%
3	7	5.25394%
3	28	5.25394%
3	22	5.25394%
3	21	5.25394%
3	16	5.25394%
3	15	5.25394%
3	46	5.25394%
3	14	5.25394%
3	47	5.25394%
3	48	5.25394%
3	6	5.25394%
8	26	5.25394%
3	5	5.25394%
2	26	5.25394%
30	49	5.22023%
18	41	5.03597%
30	48	4.89396%
30	47	4.89396%
30	46	4.89396%
30	45	4.89396%
30	37	4.89396%
30	31	4.89396%
34	49	4.79361%
38	49	4.79361%
32	49	4.73934%
36	48	4.71204%
9	12	4.69897%
4	24	4.68986%
26	36	4.6832%
26	52	4.6832%
26	53	4.6832%
26	44	4.6832%
26	49	4.6832%
29	37	4.57903%
9	37	4.55213%
4	14	4.53858%
4	47	4.53858%
4	48	4.53858%
4	12	4.53858%
4	28	4.53858%
4	27	4.53858%
4	25	4.53858%
4	45	4.53858%
4	46	4.53858%
4	23	4.53858%
4	22	4.53858%
4	7	4.53858%
4	21	4.53858%
4	15	4.53858%
4	6	4.53858%
4	16	4.53858%
4	5	4.53858%
25	35	4.53752%
19	26	4.4843%
19	50	4.4843%
18	32	4.46043%
29	46	4.43131%
29	47	4.43131%
29	48	4.43131%
9	48	4.40529%
9	47	4.40529%
9	46	4.40529%
9	14	4.40529%
9	21	4.40529%
9	15	4.40529%
9	16	4.40529%
9	22	4.40529%
9	23	4.40529%
9	28	4.40529%
20	28	4.30416%
20	47	4.30416%
6	33	4.29907%
10	45	4.28816%
17	25	4.23131%
17	50	4.23131%
17	46	4.23131%
17	27	4.23131%
17	28	4.23131%
17	24	4.23131%
17	23	4.23131%
42	47	4.23131%
17	22	4.23131%
17	45	4.23131%
17	21	4.23131%
17	47	4.23131%
17	48	4.23131%
40	50	4.04858%
20	25	4.01722%
38	44	3.99467%
34	44	3.99467%
34	35	3.99467%
17	39	3.94922%
10	12	3.94511%
2	33	3.67776%
8	33	3.67776%
41	49	3.63636%
17	49	3.38505%
26	45	3.30579%
1	28	3.11958%
1	46	3.11958%
26	46	3.0303%
26	47	3.0303%
26	48	3.0303%
26	42	3.0303%
26	38	3.0303%
26	37	3.0303%
26	27	3.0303%
26	28	3.0303%
26	31	3.0303%
4	49	3.02572%
20	53	3.01291%
20	52	3.01291%
18	29	2.8777%
32	52	2.8436%
32	53	2.8436%
1	6	2.77296%
19	42	2.69058%
19	20	2.69058%
25	48	2.6178%
13	18	2.52996%
29	52	2.51108%
29	53	2.51108%
26	33	2.47934%
25	46	2.44328%
25	28	2.44328%
42	52	2.39774%
42	53	2.39774%
27	33	2.39316%
12	33	2.24299%
18	37	2.01439%
9	52	1.90896%
9	53	1.90896%
31	33	1.86916%
19	29	1.79372%
29	36	1.77253%
9	36	1.76211%
25	47	1.7452%
1	5	1.7331%
1	14	1.7331%
1	15	1.7331%
1	16	1.7331%
1	21	1.7331%
1	22	1.7331%
1	47	1.7331%
1	23	1.7331%
1	35	1.7331%
41	52	1.65289%
41	53	1.65289%
20	36	1.43472%
36	46	1.39616%
34	36	1.33156%
11	33	1.18343%
32	45	1.10585%
39	48	1.10236%
1	7	1.03986%
10	23	1.02916%
10	31	1.02916%
10	35	1.02916%
10	44	1.02916%
30	36	0.978793%
10	37	0.857633%
36	47	0.69808%
41	45	0.495868%
10	15	0.343053%
10	28	0.343053%
10	46	0.343053%
4	53	0.302572%
4	8	0.302572%
4	52	0.302572%
20	26	0.286944%
0	26	0.215054%
11	26	0.197239%
12	26	0.186916%
4	39	0.151286%
32	43	0%
32	44	0%
18	52	0%
32	46	0%
32	47	0%
32	48	0%
18	49	0%
18	48	0%
6	43	0%
18	53	0%
19	21	0%
18	47	0%
4	36	0%
18	46	0%
18	45	0%
18	44	0%
19	22	0%
18	43	0%
18	39	0%
19	23	0%
33	43	0%
18	36	0%
18	35	0%
32	36	0%
18	33	0%
0	16	0%
32	35	0%
18	31	0%
18	30	0%
19	24	0%
18	28	0%
32	33	0%
19	25	0%
34	37	0%
18	27	0%
18	26	0%
18	25	0%
18	24	0%
18	23	0%
34	43	0%
4	35	0%
26	43	0%
34	46	0%
34	47	0%
34	48	0%
18	21	0%
34	50	0%
17	53	0%
34	52	0%
34	53	0%
17	52	0%
19	27	0%
4	43	0%
4	44	0%
19	28	0%
19	30	0%
19	31	0%
35	43	0%
6	26	0%
19	32	0%
19	33	0%
31	43	0%
19	35	0%
17	44	0%
17	43	0%
19	36	0%
19	37	0%
19	39	0%
17	36	0%
19	41	0%
17	35	0%
17	33	0%
17	31	0%
19	43	0%
36	43	0%
19	44	0%
19	45	0%
19	46	0%
19	47	0%
19	48	0%
19	49	0%
19	52	0%
19	53	0%
9	43	0%
9	44	0%
16	43	0%
30	43	0%
20	31	0%
20	33	0%
4	33	0%
37	43	0%
20	35	0%
9	35	0%
9	33	0%
10	14	0%
30	33	0%
10	16	0%
10	21	0%
15	43	0%
10	22	0%
20	43	0%
2	43	0%
20	44	0%
15	26	0%
9	31	0%
38	43	0%
29	44	0%
10	33	0%
38	46	0%
38	47	0%
38	48	0%
3	11	0%
38	50	0%
29	43	0%
38	52	0%
38	53	0%
14	43	0%
21	26	0%
21	43	0%
39	43	0%
39	44	0%
10	43	0%
39	46	0%
39	47	0%
1	43	0%
3	31	0%
3	33	0%
29	35	0%
3	35	0%
29	33	0%
40	41	0%
40	42	0%
40	43	0%
40	44	0%
40	45	0%
40	46	0%
40	47	0%
40	48	0%
40	49	0%
29	31	0%
4	31	0%
40	52	0%
40	53	0%
13	53	0%
41	43	0%
41	44	0%
1	33	0%
41	46	0%
41	47	0%
41	48	0%
9	11	0%
13	52	0%
13	50	0%
4	11	0%
28	43	0%
42	43	0%
42	44	0%
13	49	0%
13	48	0%
22	43	0%
13	47	0%
13	46	0%
13	45	0%
13	44	0%
1	26	0%
7	26	0%
43	44	0%
43	45	0%
43	46	0%
43	47	0%
43	48	0%
43	49	0%
43	50	0%
43	51	0%
43	52	0%
43	53	0%
13	43	0%
13	42	0%
13	41	0%
13	39	0%
13	37	0%
13	36	0%
13	35	0%
13	33	0%
13	32	0%
13	31	0%
13	30	0%
13	29	0%
13	28	0%
13	27	0%
13	26	0%
13	25	0%
13	24	0%
13	23	0%
13	22	0%
13	21	0%
13	20	0%
23	26	0%
13	17	0%
13	16	0%
13	15	0%
13	14	0%
3	43	0%
5	43	0%
8	43	0%
3	44	0%
10	47	0%
12	43	0%
10	48	0%
23	43	0%
27	43	0%
24	33	0%
24	43	0%
7	43	0%
11	43	0%
25	33	0%
25	43	0%
0	43	0%
51	52	0%
51	53	0%
18	22	0%
